YEAR;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Rk;Age;W%;L%;PW;PL;MOV;SOS;ORtg;DRtg;Pace;FTr;3PAr;TS%;OFeFG%;OfTOV%;ORB%;Of FT/FGA;DEFeFG%;DefTOV%;DRB%;Def FT/FGA;Arena;Attend.;Champion
18-19;Miami Heat;82;240.6;39.6;88.0;45;11.3;32.4;34.9;28.3;55.6;50.9;15.1;21.7;69.5;11.2;35.1;46.3;24.3;7.6;5.5;14.7;20.9;105.7;17;27.0;0.475609756;0.524390244;0.487804878;0.512195122;-0.23;-0.22;107.3;107.6;98.2;247;368;54.2;51.5;13.1;24.8;172;51;12.7;77.6;201;AmericanAirlines Arena;805.264;0
14-15;Miami Heat;82;240.6;35.2;77.2;45.6;6.8;20.2;33.5;28.4;57.0;49.9;17.5;23.7;74.1;9.1;30.0;39.1;19.8;7.8;4.5;14.8;20.0;94.7;21;28.5;0.451219512;0.548780488;0.402439024;0.597560976;-2.60;-0.32;103.9;106.7;90.9;306;262;54;50;14.5;23.2;227;50.5;14.2;73.4;213;AmericanAirlines Arena;808.223;0
01-02;Miami Heat;82;243.0;34.2;77.8;43.9;3.8;11.0;34.7;30.4;66.9;45.4;15.1;20.8;72.4;11.0;31.0;42.0;20.3;6.7;5.5;14.8;22.5;87.2;21;30.1;0.43902439;0.56097561;0.43902439;0.56097561;-1.54;-0.31;98.5;100.2;87.4;268;141;50.1;46.3;14.6;26.6;194;45.5;13.6;74.0;249;AmericanAirlines Arena;655.549;0
92-93;Miami Heat;82;244.0;38.1;83.5;45.6;4.1;11.5;35.4;34.1;72.1;47.3;23.3;30.2;77.1;13.8;29.1;42.9;20.6;7.4;4.3;15.7;24.5;103.6;18;25.2;0.43902439;0.56097561;0.463414634;0.536585366;-1.15;0.21;107.7;108.9;94.6;361;137;53.5;48.1;13.9;31.9;279;49.5;14.2;69.8;274;Miami Arena;614.915;0
94-95;Miami Heat;82;241.5;38.3;82.2;46.7;5.3;14.4;36.9;33.0;67.8;48.7;19.1;26.0;73.6;13.3;27.7;41.0;21.7;8.1;3.6;15.7;24.4;101.1;17;27.1;0.390243902;0.609756098;0.43902439;0.56097561;-1.63;-0.21;108.2;109.9;92.9;317;175;54;49.9;14.4;31.7;233;51;14.9;68.7;264;Miami Arena;598.761;0
02-03;Miami Heat;82;241.8;32.8;79.5;41.2;4.2;13.4;31.6;28.5;66.1;43.2;15.8;20.6;76.5;11.6;30.0;41.6;18.3;7.2;4.0;14.2;22.6;85.6;26;26.5;0.304878049;0.695121951;0.304878049;0.695121951;-5.05;-0.08;96.7;102.4;87.8;259;169;48.3;43.9;13.8;26.8;198;47;14.1;73.9;257;AmericanAirlines Arena;628.242;0
90-91;Miami Heat;82;241.2;40.0;87.1;45.9;1.7;5.7;30.2;38.3;81.4;47;20.1;28.1;71.5;15.0;28.1;43.1;23.2;9.2;4.7;18.9;25.4;101.8;25;24.0;0.292682927;0.707317073;0.304878049;0.695121951;-5.99;0.08;102.0;108.1;99.3;323;65;51.2;46.9;16.0;34.3;231;49.1;15.3;66.2;286;Miami Arena;615.328;0
89-90;Miami Heat;82;240.6;41.3;89.6;46.1;1.1;3.7;29.3;40.2;85.9;46.8;17.0;24.7;68.7;15.1;28.2;43.4;23.9;9.0;4.7;19.0;25.9;100.6;27;24.7;0.219512195;0.780487805;0.219512195;0.780487805;-9.72;0.13;99.3;108.9;101.0;276;41;50.1;46.7;15.9;33.5;190;49.9;15.2;67.3;292;Miami Arena;615.328;0
07-08;Miami Heat;82;241.8;34.2;77.3;44.3;6.0;16.7;35.8;28.3;60.5;46.7;16.9;23.2;72.7;9.1;28.6;37.6;20.0;7.2;4.3;14.7;20.4;91.4;30;27.4;0.182926829;0.817073171;0.219512195;0.780487805;-8.65;0.11;100.5;110.0;90.2;300;217;52.2;48.2;14.4;22.1;218;51;13.6;71.9;245;AmericanAirlines Arena;798.004;0
88-89;Miami Heat;82;242.1;39.3;86.8;45.3;1.2;3.6;32.6;38.1;83.1;45.8;18.0;25.6;70.2;16.0;27.0;42.9;23.9;9.1;5.0;21.1;25.9;97.8;25;25.2;0.182926829;0.817073171;0.182926829;0.817073171;-11.23;0.10;97.8;109.0;99.1;296;42;49.8;45.9;17.7;35.6;208;49.9;16.0;65.0;292;Miami Arena;612.754;0
89-90;Detroit Pistons*;82;241.5;40.6;85.1;47.8;2.2;6.6;32.7;38.5;78.5;49;20.9;27.5;76.1;14.5;30.0;44.4;24.3;6.2;5.1;15.0;23.9;104.3;3;29.5;0.719512195;0.280487805;0.695121951;0.304878049;06.09;-0.68;109.9;103.5;94.4;323;78;53.7;49;13.4;34.2;245;46.1;13.7;70.3;262;The Palace of Auburn Hills;879.705;1
96-97;Miami Heat*;82;241.5;34.4;76.0;45.3;8.3;22.7;36.4;26.1;53.3;49.1;17.7;24.7;71.9;11.7;29.3;41.0;21.2;7.9;5.4;15.9;23.4;94.8;5;27.2;0.743902439;0.256097561;0.695121951;0.304878049;5.49;0.07;106.8;100.6;88.2;324;299;54.6;50.7;15.5;29.2;233;46.5;15.6;70.6;248;Miami Arena;615.16;0
04-05;Miami Heat*;82;243.7;37.8;77.7;48.6;5.8;15.4;37.7;32.0;62.3;51.3;20.2;30.1;67.2;10.8;32.2;43.0;21.8;6.4;5.8;13.7;22.1;101.5;3;28.0;0.719512195;0.280487805;0.719512195;0.280487805;6.52;-0.76;110.2;103.1;90.8;387;198;55.9;52.4;13.1;27.0;260;46;12.4;74.1;242;AmericanAirlines Arena;815.143;0
10-11;Miami Heat*;82;241.2;37.0;76.8;48.1;6.7;18.0;37;30.3;58.8;51.5;21.5;27.9;76.9;9.6;32.5;42.1;20.0;6.6;5.2;13.9;20.4;102.1;1;29.0;0.707317073;0.292682927;0.743902439;0.256097561;7.46;-0.71;111.7;103.5;90.9;363;235;57.3;52.4;13.5;25.2;279;47.5;12.6;75.5;223;AmericanAirlines Arena;810.93;0
90-91;Chicago Bulls*;82;240.9;44.3;86.9;51;1.9;5.2;36.6;42.4;81.7;51.9;19.6;25.7;76;14.0;28.6;42.6;27.0;10.0;5.3;14.4;21.4;110.0;1;26.9;0.743902439;0.256097561;0.768292683;0.231707317;9.10;-0.53;114.6;105.2;95.6;296;60;56;52.1;12.8;34.7;225;48.8;15.3;68.8;226;Chicago Stadium;757.745;1
97-98;Miami Heat*;82;240.9;34.8;77.2;45;6.7;18.8;35.5;28.1;58.3;48.1;18.8;25.4;73.9;12.5;29.5;42.0;21.4;8.1;5.2;15.0;24.2;95.0;7;28.1;0.670731707;0.329268293;0.682926829;0.317073171;4.93;0.16;107.6;102.0;87.9;329;244;53.8;49.4;14.5;31.5;243;45.2;14.2;69.6;257;Miami Arena;614.861;0
98-99;Miami Heat*;50;240.5;32.3;71.3;45.3;5.8;16.1;35.9;26.5;55.2;48.1;18.6;25.2;73.5;10.1;30.2;40.3;20.4;6.5;6.1;14.9;20.7;89.0;4;30.3;0.66;0.34;0.7;0.3;4.96;0.15;104.7;98.9;84.8;354;226;54;49.4;15.3;27.3;260;43.9;13.6;71.0;226;Miami Arena;378.813;0
13-14;Miami Heat*;82;242.4;38.3;76.5;50.1;8.1;22.3;36.4;30.2;54.2;55.8;17.5;23.0;76;7.6;29.2;36.9;22.5;8.9;4.5;14.8;19.5;102.2;4;30.6;0.658536585;0.341463415;0.658536585;0.341463415;4.76;-0.61;110.9;105.8;91.2;300;292;59;55.4;14.6;20.6;228;51.1;15.8;73.0;212;AmericanAirlines Arena;811.036;0
91-92;Chicago Bulls*;82;241.8;44.4;87.4;50.8;1.7;5.5;30.4;42.7;81.9;52.2;19.4;26.0;74.4;14.3;29.7;44.0;27.8;8.2;5.9;13.3;20.6;109.9;1;27.6;0.817073171;0.182926829;0.804878049;0.195121951;10.44;-0.37;115.5;104.5;94.4;297;63;55.6;51.8;11.8;35.1;221;47.6;14.1;69.3;219;Chicago Stadium;759.98;1
99-00;Miami Heat*;82;241.8;36.3;78.8;46;5.4;14.7;37.1;30.8;64.1;48.1;16.4;22.3;73.6;11.2;31.9;43.2;23.5;7.1;6.4;15.0;23.7;94.4;7;29.2;0.634146341;0.365853659;0.609756098;0.390243902;3.11;-0.36;104.5;101.0;89.7;283;186;53.3;49.5;14.5;28.2;208;45.3;13.3;72.9;229;AmericanAirlines Arena;706.725;0
00-01;Miami Heat*;82;242.4;32.9;76.3;43;5.8;16.9;34.5;27.0;59.4;45.5;17.4;22.9;75.9;9.9;29.7;39.6;19.9;7.7;3.7;13.7;21.0;88.9;10;30.9;0.609756098;0.390243902;0.585365854;0.414634146;2.29;-0.57;101.1;98.5;87.1;299;221;51.5;46.9;13.7;24.3;227;46;15.3;72.7;214;AmericanAirlines Arena;678.186;0
19-20;Miami Heat*;73;243.1;39.5;84.4;46.8;13.4;35.4;37.9;26.0;49.0;53.2;19.7;25.2;78.3;8.5;35.9;44.4;25.9;7.5;4.5;14.9;20.6;112.0;7;25.9;0.602739726;0.397260274;0.589041096;0.410958904;2.95;-0.35;112.5;109.5;98.3;299;419;58.7;54.7;13.5;20.3;234;52.3;12.6;79.5;213;AmericanAirlines Arena;629.771;0
15-16;Miami Heat*;82;241.8;38.4;81.7;47;6.1;18.0;33.6;32.3;63.6;50.8;17.1;23.0;74.4;9.8;34.3;44.1;20.8;6.7;6.5;14.1;18.3;100.0;11;28.4;0.585365854;0.414634146;0.56097561;0.43902439;1.65;-0.14;106.1;104.4;93.6;282;221;54.5;50.8;13.3;23.8;210;48.5;12.1;77.8;196;AmericanAirlines Arena;809.35;0
09-10;Miami Heat*;82;242.4;36.4;79.5;45.8;6.0;17.4;34.6;30.4;62.1;48.9;17.7;23.5;75.2;10.7;31.1;41.8;18.9;7.4;5.6;13.2;20.9;96.5;13;27.1;0.573170732;0.426829268;0.585365854;0.414634146;2.28;-0.29;106.6;104.1;89.6;296;219;53.7;49.6;12.8;26.1;223;48;13.9;74.9;246;AmericanAirlines Arena;726.935;0
20-21;Miami Heat*;72;241.4;39.2;83.7;46.8;12.9;36.2;35.8;26.3;47.5;55.3;16.7;21.1;79;8.0;33.5;41.5;26.3;7.9;4.0;14.1;18.9;108.1;16;27.4;0.555555556;0.444444444;0.5;0.5;0.03;-0.09;111.2;111.2;96.6;252;432;58.1;54.6;13.1;19.4;199;54.2;13.8;77.9;183;AmericanAirlines Arena;;0
06-07;Miami Heat*;82;242.1;35.6;76.7;46.4;6.4;18.8;34.3;29.2;57.9;50.3;17.0;24.6;69;10.0;30.8;40.8;20.5;6.9;5.4;14.6;21.3;94.6;17;29.3;0.536585366;0.463414634;0.463414634;0.536585366;-0.91;-0.29;104.3;105.3;89.9;321;245;54.1;50.6;14.3;24.9;222;48.5;13.8;73.3;232;AmericanAirlines Arena;808.541;0
17-18;Miami Heat*;82;243.0;38.8;85.3;45.5;11.0;30.6;36;27.8;54.8;50.8;14.7;19.5;75.5;9.3;34.2;43.5;22.7;7.6;5.3;14.4;20.1;103.4;16;26.5;0.536585366;0.463414634;0.512195122;0.487804878;0.48;-0.33;106.8;106.3;95.6;229;358;55.1;52;13.3;21.5;173;50.7;13.1;79.0;215;AmericanAirlines Arena;804.85;0
08-09;Miami Heat*;82;243.4;37.0;81.0;45.7;7.1;19.9;35.7;29.9;61.2;48.9;17.2;22.8;75.4;10.1;29.4;39.5;20.4;7.9;5.5;12.5;20.7;98.3;14;25.6;0.524390244;0.475609756;0.512195122;0.487804878;0.26;0.23;107.8;107.6;89.9;282;245;54;50;12.1;24.6;212;50.1;14.5;72.9;251;AmericanAirlines Arena;748.778;0
03-04;Miami Heat*;82;240.9;33.3;78.3;42.5;5.9;16.5;35.7;27.4;61.7;44.3;17.8;23.4;76.2;11.5;30.0;41.5;19.1;7.2;3.8;13.9;22.1;90.3;13;26.4;0.512195122;0.487804878;0.524390244;0.475609756;0.52;-0.65;102.2;101.7;88.0;298;211;51;46.3;13.5;27.4;227;46.3;14.5;73.4;260;AmericanAirlines Arena;624.809;0
93-94;Miami Heat*;82;241.5;39.0;84.1;46.4;4.1;12.2;33.8;34.9;71.9;48.5;21.3;27.1;78.5;15.1;29.4;44.4;22.6;7.8;4.6;16.0;24.7;103.4;12;26.0;0.512195122;0.487804878;0.585365854;0.414634146;2.67;-0.27;109.5;106.7;93.8;322;145;53.8;48.8;14.3;35.3;253;47.9;14.5;69.1;284;Miami Arena;617.242;0
95-96;Miami Heat*;82;241.2;35.4;77.4;45.7;6.7;17.8;37.9;28.7;59.6;48.1;18.9;26.7;71;12.2;30.4;42.6;21.4;7.0;5.4;17.0;26.3;96.5;13;27.4;0.512195122;0.487804878;0.548780488;0.451219512;1.43;0.03;105.3;103.8;91.1;345;230;54.1;50.1;16.0;30.1;245;46.9;14.8;71.8;298;Miami Arena;606.088;0
91-92;Miami Heat*;82;241.8;39.7;86.1;46.1;3.1;9.2;34.2;36.6;77.0;47.5;22.4;28.4;79;14.5;28.9;43.3;21.3;8.2;4.5;16.8;22.2;105.0;21;24.4;0.463414634;0.536585366;0.365853659;0.634146341;-4.21;0.27;106.7;110.9;97.7;330;106;53.2;47.9;14.6;33.0;260;50.8;13.9;67.6;235;Miami Arena;613.583;0
21-22;Milwaukee Bucks;82;240.9;41.8;89.4;46.8;14.1;38.4;36.6;27.8;51;54.4;17.8;22.9;77.6;10.2;36.5;46.7;23.9;7.6;4;13.4;18.2;115.5;8;28.5;0.62195122;0.37804878;0.597560976;0.402439024;3.35;-0.14;115.1;111.8;99.9;257;430;58;54.6;11.9;23;199;53.6;11.6;78.6;165;Fiserv Forum;715,581;0
01-02;Milwaukee Bucks;82;242.7;37.1;80.2;46.2;7.2;19.3;37.5;29.9;60.9;49;16.1;21.5;74.8;10.3;31.2;41.4;22.5;7.3;4.7;14.1;21.8;97.5;16;28.9;0.5;0.5;0.487804878;0.512195122;-0.22;-0.40;106.9;107.1;90.2;269;241;54.4;50.7;13.6;25.6;201;47.7;12.0;70.9;217;Bradley Center;745.305;0
11-12;Milwaukee Bucks;66;240.4;37.9;85.6;44.3;6.6;19.2;34.5;31.3;66.5;47.1;16.6;21.4;77.4;12.4;30.0;42.5;23.5;8.3;5.1;14.1;19.3;99.0;17;26.2;0.46969697;0.53030303;0.515151515;0.484848485;0.27;-0.50;105.5;105.2;93.7;250;224;52.1;48.1;12.9;27.7;194;48.9;14.6;70.9;217;Bradley Center;485.717;0
97-98;Milwaukee Bucks;82;243.0;35.6;78.0;45.6;3.0;8.6;35.4;32.5;69.5;46.9;20.3;26.4;76.7;12.6;27.3;39.9;20.1;8.9;4.4;16.9;23.4;94.5;20;27.6;0.43902439;0.56097561;0.426829268;0.573170732;-1.91;0.58;103.5;105.6;90.2;339;110;52.7;47.5;15.8;31.4;260;48.5;15.5;69.1;282;Bradley Center;638.034;0
10-11;Milwaukee Bucks;82;241.8;34.3;79.8;43;5.9;17.2;34.2;28.4;62.6;45.4;17.4;22.9;75.7;10.5;30.2;40.8;18.8;7.5;4.9;13.5;20.5;91.9;16;26.7;0.426829268;0.573170732;0.463414634;0.536585366;-0.84;-0.17;101.6;102.5;89.8;287;216;51.1;46.7;13.0;24.7;217;48.1;14.7;74.8;236;Bradley Center;631.912;0
08-09;Milwaukee Bucks;82;241.2;36.7;82.4;44.5;6.2;17.2;36.3;30.5;65.2;46.7;19.7;25.2;78;11.9;28.9;40.7;22.0;7.4;3.8;14.1;24.2;99.3;19;26.3;0.414634146;0.585365854;0.463414634;0.536585366;-1.09;0.21;106.7;107.9;92.6;306;208;53.1;48.3;13.1;27.8;239;50.3;15.6;74.0;315;Bradley Center;630.976;0
94-95;Milwaukee Bucks;82;242.1;36.9;80.3;45.9;6.0;16.5;36.6;30.8;63.9;48.3;19.6;27.5;71.2;13.0;26.7;39.6;21.2;8.2;4.4;17.0;22.7;99.3;21;25.7;0.414634146;0.585365854;0.353658537;0.646341463;-4.37;0.07;106.2;110.9;92.7;343;205;53.7;49.6;15.5;31.3;244;53;15.3;68.3;230;Bradley Center;670.72;0
15-16;Milwaukee Bucks;82;241.8;38.4;82.2;46.7;5.4;15.6;34.5;33.0;66.6;49.5;17.0;22.7;74.7;10.5;31.2;41.7;23.1;8.2;5.8;15.2;20.7;99.0;26;23.5;0.402439024;0.597560976;0.353658537;0.646341463;-4.18;0.20;104.3;108.7;94.2;276;189;53.7;49.9;14.2;24.9;207;51;14.2;73.1;221;BMO Harris Bradley Center;621.808;0
96-97;Milwaukee Bucks;82;240.6;36.2;76.9;47.1;4.0;11.2;35.2;32.2;65.6;49.1;19.0;25.7;74.1;11.6;27.6;39.2;19.6;7.7;4.2;15.7;23.1;95.3;18;27.3;0.402439024;0.597560976;0.426829268;0.573170732;-1.89;0.51;106.2;108.3;89.5;334;146;54.1;49.6;15.1;29.7;248;50.1;14.1;69.9;253;Bradley Center;634.999;0
91-92;Milwaukee Bucks;82;242.4;40.5;88.0;46;4.5;12.3;36.9;36.0;75.7;47.5;19.5;25.7;75.9;15.8;26.5;42.3;24.6;10.5;3.9;16.5;23.2;105.0;19;30.2;0.37804878;0.62195122;0.43902439;0.56097561;-1.71;0.26;108.8;110.6;95.5;292;139;52.9;48.6;14.2;35.9;221;51.4;15.3;65.0;237;Bradley Center;635.515;0
04-05;Milwaukee Bucks;82;241.2;36.1;80.2;45;4.0;11.3;35.1;32.2;69.0;46.7;21.0;27.2;77.2;12.0;29.3;41.3;21.0;6.5;3.5;13.8;21.9;97.2;24;26.9;0.365853659;0.634146341;0.390243902;0.609756098;-2.99;-0.10;106.6;109.8;90.8;339;141;52.7;47.5;13.0;29.0;261;49.9;12.4;72.0;233;Bradley Center;637.009;0
06-07;Milwaukee Bucks;82;242.1;38.1;81.9;46.5;6.4;18.0;35.6;31.7;63.9;49.5;17.1;23.4;73.3;11.5;27.7;39.2;21.6;7.2;2.7;15.1;22.2;99.7;27;26.0;0.341463415;0.658536585;0.353658537;0.646341463;-4.38;-0.06;107.0;111.7;92.3;286;219;54.1;50.4;14.1;27.6;209;52.2;14.5;68.1;234;Bradley Center;663.629;0
92-93;Milwaukee Bucks;82;240.6;39.9;84.4;47.2;3.8;11.4;33.3;36.0;73.0;49.4;18.8;25.4;74.2;12.8;25.8;38.6;25.4;10.5;4.8;16.6;24.1;102.3;23;26.9;0.341463415;0.658536585;0.37804878;0.62195122;-3.73;0.47;106.2;110.1;96.1;301;135;53.5;49.5;14.8;30.5;223;50.2;15.7;62.5;266;Bradley Center;660.939;0
07-08;Milwaukee Bucks;82;242.1;36.9;82.3;44.9;5.5;16.0;34.4;31.4;66.2;47.4;17.7;24.1;73.3;12.9;28.8;41.7;21.5;6.6;4.4;14.8;21.3;97.0;27;25.8;0.317073171;0.682926829;0.280487805;0.719512195;-6.89;-0.03;105.3;112.8;91.3;294;195;52.2;48.2;13.7;30.0;215;52.4;13.0;73.0;250;Bradley Center;639.421;0
95-96;Milwaukee Bucks;82;240.6;37.0;79.1;46.7;4.4;12.9;33.8;32.6;66.3;49.3;17.2;23.3;73.8;11.9;26.4;38.3;21.4;7.1;3.7;15.8;23.7;95.6;26;27.5;0.304878049;0.695121951;0.317073171;0.682926829;-5.30;0.38;105.6;111.5;90.2;295;163;53.4;49.5;15.0;29.7;218;52;14.1;68.4;248;Bradley Center;647.088;0
93-94;Milwaukee Bucks;82;240.3;37.1;83.0;44.7;4.0;12.4;32.5;33.1;70.6;46.9;18.7;26.6;70.2;13.7;26.3;40.0;23.7;9.8;5.0;16.4;22.2;96.9;22;26.1;0.243902439;0.756097561;0.292682927;0.707317073;-6.48;0.24;102.5;109.3;94.5;320;150;51.2;47.1;14.7;31.1;225;51.3;15.7;66.5;254;Bradley Center;634.047;0
13-14;Milwaukee Bucks;82;242.4;36.0;82.2;43.8;6.7;18.9;35.3;29.3;63.2;46.4;16.8;22.5;74.7;11.8;29.3;41.1;21.5;6.6;4.9;15.1;20.9;95.5;29;24.7;0.182926829;0.817073171;0.243902439;0.756097561;-8.18;-0.23;103.0;111.8;91.8;274;231;51.9;47.9;14.1;27.1;204;52;13.2;71.4;225;BMO Harris Bradley Center;552.067;0
19-20;Milwaukee Bucks*;73;241.0;43.3;90.9;47.6;13.8;38.9;35.5;29.5;52.0;56.7;18.3;24.7;74.2;9.5;42.2;51.7;25.9;7.2;5.9;15.1;19.6;118.7;1;29.2;0.767123288;0.232876712;0.780821918;0.219178082;10.08;-0.67;112.4;102.9;105.1;271;428;58.3;55.2;12.9;20.7;201;48.9;12.0;81.6;178;Fiserv Forum;549.036;0
18-19;Milwaukee Bucks*;82;241.2;43.4;91.1;47.6;13.5;38.2;35.3;29.9;52.9;56.5;17.9;23.2;77.3;9.3;40.4;49.7;26.0;7.5;5.9;13.9;19.6;118.1;1;26.9;0.731707317;0.268292683;0.743902439;0.256097561;8.87;-0.82;113.8;105.2;103.3;255;419;58.3;55;12.0;20.8;197;50.3;11.5;80.3;162;Fiserv Forum;721.692;0
80-81;Milwaukee Bucks*;82;240.9;45.4;91.1;49.8;0.4;1.6;22.9;45.0;89.5;50.3;22.0;28.5;77;15.4;29.4;44.7;28.3;10.5;6.5;19.3;26.8;113.1;2;26.6;0.731707317;0.268292683;0.719512195;0.280487805;7.27;-0.13;108.7;101.8;103.6;313;18;54.6;50;15.7;36.3;241;46.1;16.6;65.6;280;MECCA Arena;448.366;0
84-85;Milwaukee Bucks*;82;241.5;43.5;88.5;49.1;1.1;3.6;30.3;42.4;84.9;49.9;22.8;30.2;75.7;15.3;28.7;44.0;26.4;8.4;5.9;16.9;27.3;110.9;2;25.7;0.719512195;0.280487805;0.707317073;0.292682927;6.85;-0.16;110.5;103.6;99.7;341;41;54.5;49.7;14.2;35.4;258;46.7;16.1;65.6;290;MECCA Arena;422.924;0
85-86;Milwaukee Bucks*;82;241.5;43.9;89.1;49.3;1.5;4.7;32.7;42.4;84.5;50.2;25.2;32.9;76.4;14.5;29.5;44.0;26.3;9.8;5.6;16.7;27.0;114.5;2;26.0;0.695121951;0.304878049;0.756097561;0.243902439;09.04;-0.35;111.4;102.7;102.1;369;52;55.2;50.1;13.9;33.8;282;47.3;16.6;67.4;281;MECCA Arena;443.064;0
81-82;Milwaukee Bucks*;82;241.5;43.2;85.5;50.5;0.6;2.0;29.9;42.6;83.5;51;21.4;28.4;75.3;14.2;29.5;43.7;27.2;9.3;5.5;19.4;27.8;108.4;3;27.3;0.670731707;0.329268293;0.670731707;0.329268293;5.48;-0.10;107.7;102.3;100.0;332;23;55.3;50.9;16.5;35.1;250;47.1;15.9;67.3;253;MECCA Arena;443.288;0
92-93;Chicago Bulls*;82;241.8;42.4;87.9;48.2;3.0;8.2;36.5;39.4;79.7;49.4;17.5;23.8;73.3;15.7;27.8;43.6;26.0;9.5;5.0;13.5;22.0;105.2;2;28.1;0.695121951;0.304878049;0.707317073;0.292682927;6.29;-0.10;112.9;106.1;92.5;271;93;53.5;49.9;12.0;36.3;199;49.3;15.4;68.7;239;Chicago Stadium;759.656;1
00-01;Milwaukee Bucks*;82;241.2;38.0;82.9;45.8;6.9;18.1;37.9;31.1;64.8;48;18.0;22.9;78.7;11.9;30.5;42.4;22.5;8.2;4.7;13.7;23.5;100.7;7;28.2;0.634146341;0.365853659;0.634146341;0.365853659;3.88;-0.74;108.8;104.6;92.1;276;218;54.2;49.9;12.8;28.1;217;47.3;14.4;71.1;253;Bradley Center;683.125;0
82-83;Milwaukee Bucks*;82;241.8;42.5;87.0;48.9;0.5;2.1;21.9;42.1;84.9;49.5;21.1;28.0;75.3;13.4;30.2;43.6;25.8;8.1;6.5;17.6;26.0;106.6;5;28.1;0.62195122;0.37804878;0.646341463;0.353658537;4.40;-0.08;105.8;101.4;100.0;322;24;53.7;49.1;15.1;31.8;243;45.9;15.5;65.5;228;MECCA Arena;425.572;0
83-84;Milwaukee Bucks*;82;242.7;41.9;85.0;49.2;0.7;2.8;25.4;41.1;82.2;50.1;21.3;28.7;74;13.8;29.1;42.9;25.8;7.8;6.0;17.3;26.4;105.7;2;28.4;0.609756098;0.390243902;0.634146341;0.365853659;4.16;-0.12;107.8;103.6;96.9;338;33;54.1;49.7;15.0;33.7;250;45.9;14.7;65.6;266;MECCA Arena;393.301;0
86-87;Milwaukee Bucks*;82;241.2;42.2;88.8;47.5;2.3;7.0;32.3;39.9;81.8;48.8;23.8;31.1;76.6;13.6;28.3;42.0;24.9;10.3;4.8;15.4;26.6;110.4;5;27.7;0.609756098;0.390243902;0.62195122;0.37804878;3.91;0.12;109.5;105.6;100.3;350;79;53.9;48.7;13.0;31.1;268;47.9;16.0;66.1;307;MECCA Arena;451.797;0
79-80;Milwaukee Bucks*;82;241.5;44.9;92.1;48.8;0.6;1.9;32.3;44.3;90.2;49.1;19.6;25.6;76.4;15.2;29.2;44.4;27.8;9.5;6.2;18.2;23.6;110.1;5;25.3;0.597560976;0.402439024;0.62195122;0.37804878;3.94;-0.37;106.8;102.9;102.4;278;21;53.2;49.1;15.0;35.2;212;46.7;16.2;63.8;229;MECCA Arena;;0
88-89;Milwaukee Bucks*;82;240.9;41.5;87.4;47.4;2.2;6.9;31.6;39.3;80.5;48.8;23.8;29.0;82.1;13.8;27.7;41.5;25.3;10.0;3.9;15.9;23.8;108.9;7;28.5;0.597560976;0.402439024;0.609756098;0.390243902;3.61;0.50;110.1;106.4;98.6;332;79;54.4;48.7;13.7;32.7;273;49.3;16.1;67.5;266;Bradley Center;700.984;0
90-91;Milwaukee Bucks*;82;242.1;40.7;84.7;48;3.1;9.2;34.1;37.6;75.5;49.7;21.9;27.3;80.1;13.2;26.4;39.5;25.3;10.9;4.0;16.1;24.8;106.4;10;29.3;0.585365854;0.414634146;0.585365854;0.414634146;2.48;-0.15;109.7;107.2;96.1;323;108;55;49.9;14.3;31.8;258;50;16.4;66.1;259;Bradley Center;673.687;0
09-10;Milwaukee Bucks*;82;243.7;37.2;85.3;43.6;7.9;22.1;35.6;29.3;63.2;46.4;15.4;20.4;75.5;11.8;31.2;43.0;21.2;7.1;4.7;13.2;22.2;97.7;14;26.4;0.56097561;0.43902439;0.56097561;0.43902439;1.70;-0.32;104.9;103.1;91.7;239;259;51.8;48.2;12.3;26.2;181;48.6;14.6;76.4;266;Bradley Center;619.453;0
98-99;Milwaukee Bucks*;50;241.0;35.1;76.4;45.9;4.6;12.4;37.3;30.4;64.0;47.6;16.9;23.1;73.3;11.4;27.4;38.8;20.6;8.8;4.0;14.4;22.8;91.7;13;28.3;0.56;0.44;0.56;0.44;1.66;0.00;104.9;103.0;87.0;303;162;53;48.9;14.3;29.0;222;46.3;16.0;67.6;275;Bradley Center;381.948;0
17-18;Milwaukee Bucks*;82;241.8;39.7;83.0;47.8;8.8;24.7;35.5;31.0;58.3;53.1;18.3;23.4;78.3;8.4;31.5;39.8;23.2;8.8;5.4;13.8;21.4;106.5;20;25.9;0.536585366;0.463414634;0.487804878;0.512195122;-0.30;-0.15;109.8;110.1;96.2;281;297;57.1;53.1;12.9;20.4;220;52.8;14.2;75.9;220;BMO Harris Bradley Center;685.303;0
89-90;Milwaukee Bucks*;82;241.8;41.2;87.1;47.3;2.5;8.2;31.2;38.7;79.0;49;21.0;27.7;75.8;13.5;27.4;40.9;25.0;10.1;4.0;16.0;25.4;106.0;18;28.1;0.536585366;0.463414634;0.475609756;0.524390244;-0.78;-0.28;107.3;108.1;98.0;318;94;53.3;48.8;13.9;31.5;241;49.2;15.8;66.0;290;Bradley Center;659.602;0
